cluster_id,cluster_name,stress_level,daily_social_media_hours,sleep_hours,screen_time_before_sleep,screen_sleep_ratio,heavy_sm_user,low_sleep,plat_Instagram,plat_TikTok,plat_Both
3,Người dùng cân bằng,2,7.9,7.4,2.9,0.38666666666666666,1,0,1,0,0
1,Lướt đêm / ít ngủ,8,1.9,8.0,2.9,0.35802469135802467,0,0,0,1,0
3,Người dùng cân bằng,2,1.3,7.6,0.5,0.06493506493506494,0,0,1,0,0
1,Lướt đêm / ít ngủ,1,7.4,6.9,1.6,0.2285714285714286,1,1,0,1,0
2,Dùng MXH nặng,3,4.7,4.9,3.0,0.6,0,1,0,0,1
2,Dùng MXH nặng,3,7.4,4.4,2.4,0.5333333333333333,1,1,0,0,1
3,Người dùng cân bằng,2,2.5,6.4,2.4,0.3692307692307692,0,1,1,0,0
0,Dùng MXH nhẹ,6,4.0,4.2,0.5,0.11627906976744186,0,1,0,0,1
2,Dùng MXH nặng,1,3.3,5.0,2.1,0.411764705882353,0,1,0,1,0
1,Lướt đêm / ít ngủ,1,1.9,4.9,1.5,0.3,0,1,0,1,0
2,Dùng MXH nặng,5,7.2,5.8,2.9,0.4915254237288136,1,1,0,0,1
2,Dùng MXH nặng,1,4.9,4.7,2.5,0.5208333333333334,0,1,1,0,0
0,Dùng MXH nhẹ,5,6.2,7.2,2.6,0.35616438356164387,1,0,0,0,1
1,Lướt đêm / ít ngủ,1,6.8,5.7,1.1,0.18965517241379312,1,1,0,1,0
1,Lướt đêm / ít ngủ,1,5.7,5.9,0.8,0.13333333333333333,1,1,0,1,0
0,Dùng MXH nhẹ,4,3.6,5.3,0.6,0.11111111111111112,0,1,0,0,1
0,Dùng MXH nhẹ,4,1.5,4.2,1.4,0.3255813953488372,0,1,0,0,1
0,Dùng MXH nhẹ,10,3.1,6.1,0.8,0.12903225806451615,0,1,0,0,1
0,Dùng MXH nhẹ,10,6.7,6.8,1.9,0.2753623188405797,1,1,0,0,1
3,Người dùng cân bằng,8,1.2,7.6,1.0,0.12987012987012989,0,0,1,0,0
2,Dùng MXH nặng,4,3.4,4.6,2.1,0.44680851063829796,0,1,0,1,0
0,Dùng MXH nhẹ,8,4.1,7.4,2.4,0.32,0,0,0,0,1
3,Người dùng cân bằng,5,5.3,4.9,1.2,0.24,1,1,1,0,0
1,Lướt đêm / ít ngủ,9,2.3,7.6,0.5,0.06493506493506494,0,0,0,1,0
0,Dùng MXH nhẹ,8,2.4,6.7,1.9,0.27941176470588236,0,1,0,0,1
0,Dùng MXH nhẹ,4,1.5,7.2,2.5,0.3424657534246575,0,0,0,0,1
0,Dùng MXH nhẹ,8,5.7,8.7,0.6,0.06818181818181819,1,0,0,0,1
1,Lướt đêm / ít ngủ,7,2.0,7.1,0.9,0.12500000000000003,0,0,0,1,0
2,Dùng MXH nặng,3,2.5,5.6,2.9,0.5087719298245614,0,1,0,1,0
1,Lướt đêm / ít ngủ,6,3.4,7.8,2.8,0.35443037974683544,0,0,0,1,0
2,Dùng MXH nặng,2,6.6,5.7,2.5,0.4310344827586207,1,1,0,1,0
3,Người dùng cân bằng,8,1.6,8.7,2.5,0.2840909090909091,0,0,1,0,0
2,Dùng MXH nặng,1,2.7,4.2,2.4,0.5581395348837209,0,1,1,0,0
1,Lướt đêm / ít ngủ,8,4.1,8.0,3.0,0.3703703703703704,0,0,0,1,0
1,Lướt đêm / ít ngủ,10,6.6,7.3,1.6,0.21621621621621626,1,0,0,1,0
2,Dùng MXH nặng,9,5.0,4.9,2.1,0.42000000000000004,1,1,0,0,1
2,Dùng MXH nặng,3,4.6,5.5,2.5,0.44642857142857145,0,1,1,0,0
3,Người dùng cân bằng,5,4.8,4.4,1.3,0.2888888888888889,0,1,1,0,0
1,Lướt đêm / ít ngủ,1,1.3,8.0,2.0,0.2469135802469136,0,0,0,1,0
3,Người dùng cân bằng,1,6.3,4.0,1.0,0.24390243902439027,1,1,1,0,0
3,Người dùng cân bằng,10,6.4,5.7,0.9,0.15517241379310345,1,1,1,0,0
3,Người dùng cân bằng,10,1.6,8.6,2.4,0.27586206896551724,0,0,1,0,0
3,Người dùng cân bằng,6,7.3,7.7,1.4,0.1794871794871795,1,0,1,0,0
0,Dùng MXH nhẹ,10,4.0,8.8,1.3,0.14606741573033707,0,0,0,0,1
2,Dùng MXH nặng,9,5.2,4.1,2.1,0.5000000000000001,1,1,0,0,1
1,Lướt đêm / ít ngủ,1,4.5,4.8,0.9,0.18367346938775514,0,1,0,1,0
1,Lướt đêm / ít ngủ,1,6.8,8.6,1.1,0.12643678160919541,1,0,0,1,0
3,Người dùng cân bằng,2,3.5,5.1,1.1,0.2115384615384616,0,1,1,0,0
2,Dùng MXH nặng,4,2.3,6.3,3.0,0.46875000000000006,0,1,0,1,0
3,Người dùng cân bằng,5,1.2,8.5,1.8,0.20930232558139536,0,0,1,0,0
0,Dùng MXH nhẹ,5,6.2,7.1,2.2,0.30555555555555564,1,0,0,0,1
2,Dùng MXH nặng,6,4.5,4.1,1.9,0.45238095238095244,0,1,0,1,0
2,Dùng MXH nặng,3,2.9,4.5,2.5,0.5434782608695653,0,1,1,0,0
1,Lướt đêm / ít ngủ,1,5.8,8.5,2.3,0.26744186046511625,1,0,0,1,0
2,Dùng MXH nặng,4,6.8,6.5,2.7,0.4090909090909091,1,1,1,0,0
3,Người dùng cân bằng,1,7.4,8.6,0.9,0.10344827586206898,1,0,1,0,0
2,Dùng MXH nặng,8,4.5,5.0,2.5,0.4901960784313726,0,1,0,1,0
2,Dùng MXH nặng,7,6.4,5.3,2.4,0.4444444444444445,1,1,0,1,0
0,Dùng MXH nhẹ,4,7.3,4.2,1.3,0.3023255813953489,1,1,0,0,1
3,Người dùng cân bằng,1,7.1,5.6,0.6,0.10526315789473685,1,1,1,0,0
2,Dùng MXH nặng,3,1.6,5.1,2.7,0.5192307692307694,0,1,0,1,0
3,Người dùng cân bằng,6,1.5,4.7,1.0,0.20833333333333334,0,1,1,0,0
0,Dùng MXH nhẹ,7,4.3,5.8,0.7,0.11864406779661017,0,1,0,0,1
0,Dùng MXH nhẹ,5,2.5,6.7,2.0,0.29411764705882354,0,1,0,0,1
1,Lướt đêm / ít ngủ,6,7.9,5.1,1.7,0.326923076923077,1,1,0,1,0
3,Người dùng cân bằng,1,2.7,8.0,2.6,0.3209876543209877,0,0,1,0,0
1,Lướt đêm / ít ngủ,5,3.1,8.2,1.5,0.1807228915662651,0,0,0,1,0
0,Dùng MXH nhẹ,7,5.8,7.6,0.7,0.09090909090909091,1,0,0,0,1
0,Dùng MXH nhẹ,8,3.9,7.0,2.8,0.39436619718309857,0,0,0,0,1
0,Dùng MXH nhẹ,2,7.5,7.0,0.9,0.1267605633802817,1,0,0,0,1
0,Dùng MXH nhẹ,2,5.2,6.7,2.0,0.29411764705882354,1,1,0,0,1
1,Lướt đêm / ít ngủ,2,3.1,5.0,1.1,0.21568627450980396,0,1,0,1,0
3,Người dùng cân bằng,8,2.0,8.7,1.2,0.13636363636363638,0,0,1,0,0
3,Người dùng cân bằng,6,2.7,8.4,1.3,0.15294117647058825,0,0,1,0,0
2,Dùng MXH nặng,10,1.5,4.3,2.1,0.47727272727272735,0,1,0,0,1
3,Người dùng cân bằng,10,6.9,8.2,0.8,0.09638554216867472,1,0,1,0,0
1,Lướt đêm / ít ngủ,5,1.1,7.1,1.8,0.25000000000000006,0,0,0,1,0
1,Lướt đêm / ít ngủ,8,3.4,4.4,0.6,0.13333333333333333,0,1,0,1,0
2,Dùng MXH nặng,3,6.7,4.5,2.1,0.4565217391304348,1,1,0,0,1
0,Dùng MXH nhẹ,2,1.1,7.2,1.0,0.136986301369863,0,0,0,0,1
3,Người dùng cân bằng,4,7.4,7.5,2.3,0.3026315789473684,1,0,1,0,0
1,Lướt đêm / ít ngủ,2,4.8,6.0,1.5,0.24590163934426232,0,1,0,1,0
2,Dùng MXH nặng,9,1.2,5.2,2.2,0.4150943396226416,0,1,0,0,1
3,Người dùng cân bằng,8,7.4,5.6,1.4,0.2456140350877193,1,1,1,0,0
0,Dùng MXH nhẹ,5,2.6,8.6,1.3,0.14942528735632185,0,0,0,0,1
0,Dùng MXH nhẹ,8,5.0,9.0,2.5,0.27472527472527475,1,0,0,0,1
3,Người dùng cân bằng,9,7.5,7.4,1.8,0.24000000000000002,1,0,1,0,0
2,Dùng MXH nặng,5,5.4,5.7,2.5,0.4310344827586207,1,1,0,0,1
3,Người dùng cân bằng,8,5.6,5.3,1.7,0.3148148148148148,1,1,1,0,0
2,Dùng MXH nặng,7,6.2,4.1,2.8,0.6666666666666667,1,1,1,0,0
2,Dùng MXH nặng,10,4.7,4.7,2.4,0.5,0,1,1,0,0
2,Dùng MXH nặng,4,4.0,4.6,2.2,0.46808510638297884,0,1,1,0,0
1,Lướt đêm / ít ngủ,4,6.2,8.6,1.5,0.1724137931034483,1,0,0,1,0
1,Lướt đêm / ít ngủ,6,5.6,6.8,2.0,0.2898550724637681,1,1,0,1,0
2,Dùng MXH nặng,7,4.0,4.4,2.5,0.5555555555555556,0,1,1,0,0
3,Người dùng cân bằng,3,1.8,6.4,2.4,0.3692307692307692,0,1,1,0,0
1,Lướt đêm / ít ngủ,7,3.1,5.4,1.9,0.34545454545454546,0,1,0,1,0
2,Dùng MXH nặng,1,3.5,5.2,2.5,0.4716981132075472,0,1,0,1,0
1,Lướt đêm / ít ngủ,4,7.4,6.4,2.2,0.3384615384615385,1,1,0,1,0
3,Người dùng cân bằng,2,8.0,5.5,1.4,0.25,1,1,1,0,0
2,Dùng MXH nặng,1,5.1,4.1,1.6,0.38095238095238104,1,1,0,0,1
3,Người dùng cân bằng,2,2.4,6.3,1.3,0.20312500000000003,0,1,1,0,0
3,Người dùng cân bằng,10,1.6,4.2,1.5,0.3488372093023256,0,1,1,0,0
3,Người dùng cân bằng,5,5.8,6.7,1.9,0.27941176470588236,1,1,1,0,0
1,Lướt đêm / ít ngủ,3,2.7,6.6,1.9,0.28358208955223885,0,1,0,1,0
0,Dùng MXH nhẹ,5,4.0,4.5,1.0,0.2173913043478261,0,1,0,0,1
0,Dùng MXH nhẹ,7,3.2,8.8,1.2,0.1348314606741573,0,0,0,0,1
1,Lướt đêm / ít ngủ,5,1.6,4.3,0.6,0.13636363636363638,0,1,0,1,0
1,Lướt đêm / ít ngủ,5,2.3,8.0,2.5,0.308641975308642,0,0,0,1,0
1,Lướt đêm / ít ngủ,7,7.7,8.5,1.2,0.13953488372093023,1,0,0,1,0
0,Dùng MXH nhẹ,7,4.8,7.1,0.6,0.08333333333333334,0,0,0,0,1
0,Dùng MXH nhẹ,6,5.2,6.0,0.6,0.09836065573770492,1,1,0,0,1
0,Dùng MXH nhẹ,1,5.7,6.6,2.4,0.35820895522388063,1,1,0,0,1
1,Lướt đêm / ít ngủ,1,4.6,5.2,1.4,0.2641509433962264,0,1,0,1,0
1,Lướt đêm / ít ngủ,1,4.3,7.5,2.7,0.3552631578947369,0,0,0,1,0
3,Người dùng cân bằng,3,4.1,8.6,3.0,0.3448275862068966,0,0,1,0,0
0,Dùng MXH nhẹ,8,6.5,8.1,2.0,0.24390243902439027,1,0,0,0,1
0,Dùng MXH nhẹ,10,7.8,8.8,2.1,0.23595505617977527,1,0,0,0,1
2,Dùng MXH nặng,6,6.5,4.1,2.7,0.642857142857143,1,1,1,0,0
1,Lướt đêm / ít ngủ,6,3.2,4.2,0.6,0.13953488372093023,0,1,0,1,0
1,Lướt đêm / ít ngủ,8,2.4,4.1,0.8,0.19047619047619052,0,1,0,1,0
3,Người dùng cân bằng,4,4.0,8.1,2.1,0.25609756097560976,0,0,1,0,0
0,Dùng MXH nhẹ,8,6.0,8.8,1.3,0.14606741573033707,1,0,0,0,1
1,Lướt đêm / ít ngủ,6,1.2,8.0,1.7,0.20987654320987656,0,0,0,1,0
2,Dùng MXH nặng,3,5.7,5.8,2.8,0.4745762711864407,1,1,0,0,1
0,Dùng MXH nhẹ,8,6.5,8.1,2.3,0.2804878048780488,1,0,0,0,1
3,Người dùng cân bằng,4,6.6,5.6,0.8,0.14035087719298248,1,1,1,0,0
1,Lướt đêm / ít ngủ,1,6.0,7.2,1.5,0.20547945205479454,1,0,0,1,0
0,Dùng MXH nhẹ,7,1.1,8.0,2.7,0.33333333333333337,0,0,0,0,1
3,Người dùng cân bằng,7,3.8,7.9,1.3,0.1625,0,0,1,0,0
0,Dùng MXH nhẹ,4,4.7,6.8,1.7,0.2463768115942029,0,1,0,0,1
1,Lướt đêm / ít ngủ,1,7.4,6.3,1.3,0.20312500000000003,1,1,0,1,0
3,Người dùng cân bằng,3,3.9,7.1,2.4,0.33333333333333337,0,0,1,0,0
2,Dùng MXH nặng,9,3.1,5.7,2.9,0.5,0,1,1,0,0
1,Lướt đêm / ít ngủ,5,2.6,8.8,1.7,0.19101123595505617,0,0,0,1,0
1,Lướt đêm / ít ngủ,9,5.0,6.9,0.6,0.08571428571428572,1,1,0,1,0
3,Người dùng cân bằng,1,4.5,8.1,1.6,0.19512195121951223,0,0,1,0,0
2,Dùng MXH nặng,5,2.1,4.7,2.0,0.4166666666666667,0,1,0,1,0
3,Người dùng cân bằng,8,6.4,6.0,1.1,0.18032786885245905,1,1,1,0,0
2,Dùng MXH nặng,1,2.3,6.5,2.6,0.393939393939394,0,1,0,1,0
1,Lướt đêm / ít ngủ,3,4.4,8.8,1.3,0.14606741573033707,0,0,0,1,0
3,Người dùng cân bằng,3,2.3,6.9,2.3,0.32857142857142857,0,1,1,0,0
3,Người dùng cân bằng,6,4.3,4.4,0.7,0.15555555555555556,0,1,1,0,0
1,Lướt đêm / ít ngủ,9,3.9,5.2,1.8,0.339622641509434,0,1,0,1,0
1,Lướt đêm / ít ngủ,3,2.9,7.5,0.9,0.11842105263157895,0,0,0,1,0
3,Người dùng cân bằng,5,2.1,8.5,1.1,0.12790697674418605,0,0,1,0,0
1,Lướt đêm / ít ngủ,7,2.1,5.0,1.4,0.27450980392156865,0,1,0,1,0
1,Lướt đêm / ít ngủ,3,3.8,5.7,1.3,0.22413793103448276,0,1,0,1,0
1,Lướt đêm / ít ngủ,10,1.1,8.2,0.7,0.08433734939759037,0,0,0,1,0
2,Dùng MXH nặng,10,2.5,5.3,2.4,0.4444444444444445,0,1,0,0,1
3,Người dùng cân bằng,7,4.1,6.4,0.9,0.13846153846153847,0,1,1,0,0
3,Người dùng cân bằng,6,3.0,8.6,1.5,0.1724137931034483,0,0,1,0,0
3,Người dùng cân bằng,10,3.9,5.0,0.7,0.13725490196078433,0,1,1,0,0
1,Lướt đêm / ít ngủ,5,7.0,8.9,0.6,0.06666666666666667,1,0,0,1,0
0,Dùng MXH nhẹ,9,3.6,8.9,1.9,0.2111111111111111,0,0,0,0,1
3,Người dùng cân bằng,5,7.6,7.6,2.7,0.3506493506493507,1,0,1,0,0
3,Người dùng cân bằng,10,1.3,4.5,0.7,0.15217391304347827,0,1,1,0,0
0,Dùng MXH nhẹ,8,2.1,7.8,2.1,0.2658227848101266,0,0,0,0,1
0,Dùng MXH nhẹ,8,2.7,8.8,1.9,0.21348314606741572,0,0,0,0,1
0,Dùng MXH nhẹ,9,7.5,8.0,2.0,0.2469135802469136,1,0,0,0,1
0,Dùng MXH nhẹ,6,6.1,8.8,1.7,0.19101123595505617,1,0,0,0,1
0,Dùng MXH nhẹ,2,2.4,7.4,1.2,0.16,0,0,0,0,1
1,Lướt đêm / ít ngủ,9,2.0,5.3,1.7,0.3148148148148148,0,1,0,1,0
1,Lướt đêm / ít ngủ,8,7.8,5.3,0.5,0.0925925925925926,1,1,0,1,0
1,Lướt đêm / ít ngủ,10,6.8,7.2,2.5,0.3424657534246575,1,0,0,1,0
2,Dùng MXH nặng,9,8.0,4.6,2.6,0.5531914893617023,1,1,1,0,0
0,Dùng MXH nhẹ,6,7.3,8.9,2.7,0.30000000000000004,1,0,0,0,1
0,Dùng MXH nhẹ,9,1.5,8.7,1.2,0.13636363636363638,0,0,0,0,1
3,Người dùng cân bằng,4,3.4,5.0,1.8,0.35294117647058826,0,1,1,0,0
2,Dùng MXH nặng,4,7.3,4.8,2.6,0.5306122448979592,1,1,0,0,1
1,Lướt đêm / ít ngủ,5,1.9,8.5,0.8,0.0930232558139535,0,0,0,1,0
3,Người dùng cân bằng,3,3.9,8.2,1.3,0.15662650602409642,0,0,1,0,0
3,Người dùng cân bằng,9,1.3,5.8,1.3,0.22033898305084748,0,1,1,0,0
1,Lướt đêm / ít ngủ,7,4.7,8.2,1.8,0.2168674698795181,0,0,0,1,0
2,Dùng MXH nặng,10,1.9,5.8,2.3,0.3898305084745763,0,1,0,1,0
0,Dùng MXH nhẹ,10,7.0,6.3,1.6,0.25000000000000006,1,1,0,0,1
1,Lướt đêm / ít ngủ,9,6.2,6.3,1.7,0.265625,1,1,0,1,0
1,Lướt đêm / ít ngủ,2,3.2,8.0,1.3,0.16049382716049385,0,0,0,1,0
0,Dùng MXH nhẹ,7,4.5,7.9,1.4,0.175,0,0,0,0,1
2,Dùng MXH nặng,4,1.1,6.1,2.5,0.40322580645161293,0,1,0,0,1
3,Người dùng cân bằng,2,5.9,8.0,2.8,0.345679012345679,1,0,1,0,0
2,Dùng MXH nặng,6,5.1,5.0,2.2,0.4313725490196079,1,1,0,0,1
3,Người dùng cân bằng,3,1.6,6.9,2.3,0.32857142857142857,0,1,1,0,0
1,Lướt đêm / ít ngủ,10,7.2,8.0,1.4,0.1728395061728395,1,0,0,1,0
3,Người dùng cân bằng,4,1.4,6.9,2.4,0.34285714285714286,0,1,1,0,0
3,Người dùng cân bằng,10,6.6,8.0,2.2,0.271604938271605,1,0,1,0,0
3,Người dùng cân bằng,7,3.5,6.3,0.8,0.12500000000000003,0,1,1,0,0
2,Dùng MXH nặng,3,5.4,6.3,2.8,0.4375,1,1,0,0,1
0,Dùng MXH nhẹ,1,4.2,7.3,1.1,0.14864864864864868,0,0,0,0,1
3,Người dùng cân bằng,10,2.5,8.3,1.6,0.19047619047619047,0,0,1,0,0
2,Dùng MXH nặng,7,3.8,6.0,3.0,0.49180327868852464,0,1,0,1,0
3,Người dùng cân bằng,2,1.8,8.9,1.2,0.13333333333333333,0,0,1,0,0
3,Người dùng cân bằng,10,5.4,5.6,1.8,0.31578947368421056,1,1,1,0,0
3,Người dùng cân bằng,9,7.7,6.1,0.8,0.12903225806451615,1,1,1,0,0
3,Người dùng cân bằng,2,4.1,8.0,1.7,0.20987654320987656,0,0,1,0,0
2,Dùng MXH nặng,4,6.6,4.9,3.0,0.6,1,1,0,0,1
0,Dùng MXH nhẹ,5,2.3,4.1,0.8,0.19047619047619052,0,1,0,0,1
2,Dùng MXH nặng,3,7.5,5.9,2.9,0.48333333333333334,1,1,1,0,0
3,Người dùng cân bằng,10,7.1,8.0,2.9,0.35802469135802467,1,0,1,0,0
0,Dùng MXH nhẹ,1,1.7,6.3,1.5,0.23437500000000003,0,1,0,0,1
3,Người dùng cân bằng,3,7.9,5.8,0.8,0.13559322033898308,1,1,1,0,0
3,Người dùng cân bằng,4,4.0,7.9,1.9,0.2375,0,0,1,0,0
1,Lướt đêm / ít ngủ,7,1.2,8.1,2.0,0.24390243902439027,0,0,0,1,0
1,Lướt đêm / ít ngủ,6,3.5,8.4,1.7,0.19999999999999998,0,0,0,1,0
3,Người dùng cân bằng,7,1.1,6.8,2.0,0.2898550724637681,0,1,1,0,0
2,Dùng MXH nặng,2,1.6,4.1,1.6,0.38095238095238104,0,1,0,1,0
1,Lướt đêm / ít ngủ,8,2.5,8.9,2.9,0.3222222222222222,0,0,0,1,0
3,Người dùng cân bằng,5,2.8,7.2,1.8,0.24657534246575344,0,0,1,0,0
3,Người dùng cân bằng,10,2.2,5.2,1.4,0.2641509433962264,0,1,1,0,0
0,Dùng MXH nhẹ,1,4.8,6.8,1.0,0.14492753623188406,0,1,0,0,1
0,Dùng MXH nhẹ,6,3.7,7.9,2.7,0.3375,0,0,0,0,1
3,Người dùng cân bằng,4,5.5,8.3,2.3,0.2738095238095238,1,0,1,0,0
3,Người dùng cân bằng,3,2.5,6.8,1.0,0.14492753623188406,0,1,1,0,0
1,Lướt đêm / ít ngủ,6,1.9,5.8,1.7,0.288135593220339,0,1,0,1,0
