candidate,method,k,inertia,train_silhouette,train_davies_bouldin,train_calinski_harabasz,val_silhouette,val_davies_bouldin,val_calinski_harabasz,test_silhouette,test_davies_bouldin,test_calinski_harabasz,embedding_train_silhouette,embedding_train_davies_bouldin,embedding_train_calinski_harabasz,embedding_val_silhouette,embedding_val_davies_bouldin,embedding_val_calinski_harabasz,embedding_test_silhouette,embedding_test_davies_bouldin,embedding_test_calinski_harabasz,rank_val_silhouette,rank_val_davies_bouldin,rank_val_calinski_harabasz,avg_val_metric_rank
KMeans|k=3,KMeans,3,10685.457688848452,0.16641064022293287,1.9490364527762285,587.6538621296289,0.1627387179612824,1.9537924266588567,125.37068064259424,0.15762123431566435,1.9779966481156015,118.8144983970463,0.16641064022293287,1.9490364527762285,587.6538621296289,0.1627387179612824,1.9537924266588567,125.37068064259424,0.15762123431566435,1.9779966481156015,118.8144983970463,2.0,9.0,1.0,4.0
KMeans|k=8,KMeans,8,7448.140206293843,0.16011706957556915,1.5140373094683546,400.73631822677936,0.16456147833546853,1.5374166409547079,86.56315745076077,0.1523486868432888,1.5822587535200427,84.04637130397764,0.16011706957556915,1.5140373094683546,400.73631822677936,0.16456147833546853,1.5374166409547079,86.56315745076077,0.1523486868432888,1.5822587535200427,84.04637130397764,1.0,1.0,12.0,4.666666666666667
PCA3+KMeans|k=3,PCA3+KMeans,3,5774.2940374734635,0.16485087708401078,1.959600692618708,584.8371304045604,0.16215525117612625,1.9803765180647723,124.66214314446094,0.15585657375102777,1.9985838155740012,118.13429803915203,0.2503638500835528,1.3644210917035249,1083.1742989380607,0.24858710054295843,1.3425650259293196,234.7384509416611,0.24011947677594342,1.3637791453730748,223.14048677176262,3.0,10.0,2.0,5.0
KMeans|k=5,KMeans,5,9003.276987509516,0.15385861936188852,1.7413677289117604,469.2108209130798,0.1497603715473775,1.7959626380417795,98.06219166996604,0.14726354890640453,1.7851354898968583,97.68152496454512,0.15385861936188852,1.7413677289117604,469.2108209130798,0.1497603715473775,1.7959626380417795,98.06219166996604,0.14726354890640453,1.7851354898968583,97.68152496454512,5.0,5.0,7.0,5.666666666666667
KMeans|k=6,KMeans,6,8384.019066958563,0.15385369357706322,1.6946561912700095,441.1024016835167,0.14840555985631734,1.7100370627379966,92.40966928577447,0.1495107829688808,1.6654806435895386,93.3044992949576,0.15385369357706322,1.6946561912700095,441.1024016835167,0.14840555985631734,1.7100370627379966,92.40966928577447,0.1495107829688808,1.6654806435895386,93.3044992949576,6.0,3.0,9.0,6.0
PCA2+KMeans|k=3,PCA2+KMeans,3,3269.053940201894,0.1594151772073152,1.9673013575818679,570.2539065634268,0.15979081266862613,2.0003126397555664,121.35167810333348,0.14142171232971254,2.1325976277421494,110.14665694893816,0.34685558437465347,0.9958862212849438,1875.3365087911384,0.34570158379508376,1.003210894116906,406.524065614482,0.340446950710089,1.0479080917420907,391.76331279087265,4.0,12.0,3.0,6.333333333333333
KMeans|k=7,KMeans,7,7897.774876174077,0.15496697862225134,1.6350300427025315,416.5702324248604,0.14765294190969014,1.6472577010602778,85.69200644561478,0.15612925048544038,1.5933734066613323,89.50506690732207,0.15496697862225134,1.6350300427025315,416.5702324248604,0.14765294190969014,1.6472577010602778,85.69200644561478,0.15612925048544038,1.5933734066613323,89.50506690732207,7.0,2.0,13.0,7.333333333333333
PCA3+KMeans|k=4,PCA3+KMeans,4,4866.327698823946,0.14982316099024762,1.9353424049748367,507.1928800501233,0.14619864941856983,1.988135296649103,108.13444904060069,0.13477694177092484,2.0363883525066893,99.7270339836471,0.24256015539815295,1.3291598871437442,1017.3511820059342,0.24264507609839145,1.3548182740876715,221.43291271613856,0.23139245061674527,1.367382101693563,205.10614446873117,8.0,11.0,4.0,7.666666666666667
PCA3+KMeans|k=5,PCA3+KMeans,5,4166.404000619554,0.14734225314434865,1.7886249554127898,459.3066789768979,0.13939115364059138,1.8924118076033563,95.93301930143717,0.13098979087701934,1.8850728482508354,90.97614523189864,0.24956803162291974,1.2016275614582634,999.4194143145944,0.23753574381480141,1.2455781477780827,211.0208489217941,0.23407631139389376,1.2418979527797067,202.92043916982567,10.0,7.0,8.0,8.333333333333334
KMeans|k=4,KMeans,4,9720.521643715221,0.15250855856271964,1.9600819943172103,516.0618459566747,0.14582319267596563,2.0605174157084623,107.60720796344984,0.14204943399926442,2.0062813566615483,105.49671139506403,0.15250855856271964,1.9600819943172103,516.0618459566747,0.14582319267596563,2.0605174157084623,107.60720796344984,0.14204943399926442,2.0062813566615483,105.49671139506403,9.0,14.0,5.0,9.333333333333334
PCA3+KMeans|k=6,PCA3+KMeans,6,3677.7526050495744,0.14361930824806657,1.7993442997414573,419.2273365683507,0.1370318947659168,1.8922802271048698,88.32893032831069,0.13194994310463634,1.8031015197856375,85.24911001540293,0.2501625012405601,1.1592053220419474,974.0819379725706,0.23845491338838082,1.1993443565683297,208.45857162266762,0.2343338463310069,1.161910762837688,199.4923531020094,12.0,6.0,10.0,9.333333333333334
PCA2+KMeans|k=4,PCA2+KMeans,4,2403.589420102611,0.14138106468366035,1.9578407280338008,490.4149241751242,0.13723663386226542,2.0188074218580443,104.37589589205955,0.12489463483221966,2.096410729822261,94.48481940382418,0.34875035349833916,0.9149462375281022,2010.0825390536927,0.34331304512618893,0.9437534225319083,432.291116182074,0.34195841974736685,0.923619670869512,424.3167646294789,11.0,13.0,6.0,10.0
PCA3+KMeans|k=8,PCA3+KMeans,8,3006.1411814279277,0.13581701594108822,1.7230889355090642,356.7497136027726,0.12782458690973175,1.7941134727427037,74.41689220833074,0.12586351341070784,1.7420605935211795,71.41192777334588,0.2529055187832057,1.058786979149381,932.9654411107146,0.24225194699212313,1.1001678322520163,195.6180376838482,0.2418360116385426,1.075173721148913,188.0203432259762,14.0,4.0,16.0,11.333333333333334
PCA3+KMeans|k=7,PCA3+KMeans,7,3313.056849466483,0.13671513483872816,1.8385222014951788,385.35385757770007,0.1327755882126725,1.9114561555860565,80.78702426393603,0.13253635042691725,1.8204924919599492,79.55934688551193,0.24658111181277115,1.158415315574137,948.1296594522129,0.24181375175728292,1.171833709075809,204.4866825877187,0.2410798392989197,1.1482041841205657,197.78604530506496,13.0,8.0,14.0,11.666666666666666
PCA2+KMeans|k=5,PCA2+KMeans,5,1984.333872213975,0.11678832703066389,2.094170579278791,414.02207890938985,0.11400849556629887,2.09586945471364,88.20101868428324,0.09758924112097006,2.2665378650638157,78.39894054157067,0.33259967228754167,0.9128842059283796,1961.8926832552054,0.32584864413904363,0.9153696685199533,422.4627313999289,0.3145947431183242,0.9547697622050778,404.155813085268,15.0,15.0,11.0,13.666666666666666
PCA2+KMeans|k=6,PCA2+KMeans,6,1630.6475112147123,0.10691718610635528,2.126878492672066,364.5847770437475,0.1030960144667537,2.1749874229196413,77.03995572141034,0.09266111044265256,2.224308019938183,70.18575478300858,0.3375957738763347,0.8543004214427072,2021.3523416576347,0.3247233301636486,0.8727512294870063,428.9223465731992,0.3326008295766437,0.857887507127853,434.02784418967184,16.0,16.0,15.0,15.666666666666666
PCA2+KMeans|k=7,PCA2+KMeans,7,1439.1505111801766,0.10034649029535397,2.4262767176979376,318.44619954247503,0.09396861289512026,2.3861515973385115,67.86087823167364,0.08484371095299785,2.546953392286309,61.02731720090774,0.3267227110365817,0.8682332307758619,1965.105161638638,0.3230963448194151,0.8740560629603699,419.2395473277435,0.3214170477450808,0.8846598180778997,412.3904869664162,17.0,17.0,17.0,17.0
PCA2+KMeans|k=8,PCA2+KMeans,8,1257.8491939667715,0.09862592951978372,2.533691970012514,285.7885757096558,0.09267666213648341,2.4037487564183335,61.35660303776679,0.08506701756441779,2.5573038891169437,55.50731882775112,0.337526191112246,0.8505735580005869,1979.5774911442934,0.3307236543710127,0.831606615349656,416.78992770206077,0.33234008886920585,0.8453388063170701,425.1365141994003,18.0,18.0,18.0,18.0
